booking_code,customer_id,ticket_source_name,created_date,trip_date,from_to,comp_id,bus_rating,vehicle_type,seat_type,quantity,total_fare,customer_type
3FUYE,Ny87hKzJPyloSN84vaQQ, Android,7/2/2020,7/3/2020,Cao Bằng - Hà Nội,BxoKVHyUv6T5VhLPu3PfBJpDj7rbWWkTyjGBtWYYaJo,4.8,limousine,Seater,1,360000,Old Customer
2O060,Ny87hKzJPyloSN84vaQQ, Android,7/1/2020,7/1/2020,Hà Nội - Cao Bằng,VmDhoxfrkMAgYtns1XS+mqJkPg1G9LIfg0MoH6ClCbk,3.5,normal,Sleeper,1,240000,Old Customer
TOQD3,nYgG/n9BcN5j92ZBmkbg, iOS,7/16/2020,7/25/2020,Khánh Hòa - Hồ Chí Minh,ApItgXXE9HtVa0dJeeX3FpSr23C8WKeMf8ezqZqEjZs,3,normal,Sleeper,1,300000,Old Customer
L76V3,nYgG/n9BcN5j92ZBmkbg, iOS,7/14/2020,7/19/2020,Hồ Chí Minh - Khánh Hòa,ApItgXXE9HtVa0dJeeX3FpSr23C8WKeMf8ezqZqEjZs,3,normal,Sleeper,1,200000,Old Customer
41327,NyJ12BB70fgIjubZeuhA, iOS,7/22/2020,7/23/2020,Hồ Chí Minh - Bạc Liêu,Greew/kWdus2llWHQiERuu/vNhdc8iQW0lv5Q4Y4kMg,3.3,normal,Sleeper,1,360000,New Customer
O49IQ,Nypt8aSXgMsuI4T9HREA, iOS,7/27/2020,7/28/2020,Hồ Chí Minh - Kiên Giang,OJR6c4Dznvo3s55VV29CkKBAXxDyv3ZGzkkZU+2AQHM,4.9,limousine,Sleeper,2,672000,New Customer
O7A70,NyZJRPhTHmSOfdTuFNuw, Android,7/16/2020,7/19/2020,Đà Nẵng - Hà Nội,js01A48IbV+eIM52pnQiqtd6iaRHV0HPM5m3209lwYI,4.2,normal,Sleeper,1,372000,New Customer
40T8V,nZ8yCD2crepoZrSutXtg, iOS,7/26/2020,7/27/2020,Gia Lai - Đà Nẵng,OJHX/bGaz4I1GeNk/U+BhqCQ9I69F4/2wzUqkay6nkA,4.6,normal,Sleeper,1,160000,Old Customer
I57TG,nZ8yCD2crepoZrSutXtg, iOS,7/4/2020,7/7/2020,Đà Nẵng - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,240000,Old Customer
18JQN,nZ8yCD2crepoZrSutXtg, iOS,7/1/2020,7/2/2020,Gia Lai - Đà Nẵng,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,240000,New Customer
Y5287,o/gk5ttS1LaNrr3XTH6A, iOS,7/8/2020,7/9/2020,Lâm Đồng - Hồ Chí Minh,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,2,480000,Old Customer
0S351,o/UTlzsyUErd1uXMap0Q, iOS,7/25/2020,7/27/2020,Hà Nội - Quảng Trị,LlHuGaNN2JFgkyWLA2mUOVZkahRk2jjdR8oDiLcsBrw,5,normal,Sleeper,2,720000,Old Customer
58N2J,O/Z+Sv5q0WpUrSPe2tJg, Android,8/1/2020,8/2/2020,An Giang - Hồ Chí Minh,C4DHSI4s3VmHH8qpjGyDyNVNK3ozKqsvdhpFZkF+zwI,4.4,,,1,140000,Old Customer
5X1G3,O+8plpi7lMnI1nQ8FK3w, Android,8/12/2020,8/19/2020,Hà Nội - Quảng Ninh,HweC9zOJVSa9HAM/99+tZT6zgvY7DIE5wNfJKz3IUM0,3.5,normal,Sleeper,1,120000,New Customer
5E36C,OGRI1OSOaVtas9YsH7Mg, iOS,8/24/2020,8/24/2020,Hồ Chí Minh - Đắk Lắk,Fjl9tZPiik0RF4hDMsXkUWAoimEpLEd5wQV9WBuuP6s,,normal,Sleeper,2,600000,
8Q50P,O21AH2Dwyqcu6wVCv5lQ, Android,8/16/2020,8/16/2020,Hồ Chí Minh - Gia Lai,Fjl9tZPiik0RF4hDMsXkUWAoimEpLEd5wQV9WBuuP6s,,normal,Sleeper,1,256000,
WB9C6,o+ltomcVOaNwrlndY/eQ, iOS,7/28/2020,7/29/2020,Ninh Thuận - Hồ Chí Minh,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,2,480000,Old Customer
W6H11,o+s2sJSGAmuQ+MT48+gw, Android,7/16/2020,7/16/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,2,160000,Old Customer
Y2F1R,o+s2sJSGAmuQ+MT48+gw, iOS,7/12/2020,7/13/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
2L9W1,o+s2sJSGAmuQ+MT48+gw, iOS,7/5/2020,7/6/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
48Q23,o+s2sJSGAmuQ+MT48+gw, iOS,7/2/2020,7/2/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
583ZY,o0C6Oxohq7TY8N55E6lQ, iOS,7/24/2020,7/26/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,4,768000,New Customer
249TM,o0C6Oxohq7TY8N55E6lQ, iOS,7/24/2020,7/24/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,4,768000,New Customer
6W5GH,o0tho9AHiK4X9ghKV9hw, iOS,7/3/2020,7/4/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,mFOyH9ZIA8iO7FSwJens0ur33J71+elnVtxY1S9CUQk,3.5,limousine,Seater,2,336000,New Customer
S71F3,o1j8e6UZUEsApAhFBMsQ, Android,8/4/2020,8/4/2020,Lâm Đồng - Gia Lai,QOyXsOdweFN+9dxcpHSBdBrYx50BTlG92x9O/wph2b4,3.3,normal,Sleeper,1,276000,New Customer
0C499,O21AH2Dwyqcu6wVCv5lQ, Android,7/23/2020,7/25/2020,Hồ Chí Minh - Hà Nội,WiHvGYU92Mle0HIzXoIre669ve0HXPBCB4BLACRpFbo,3.1,normal,Sleeper,1,560000,Old Customer
418DM,O21AH2Dwyqcu6wVCv5lQ, Android,7/11/2020,7/12/2020,Hồ Chí Minh - Đắk Lắk,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,normal,Sleeper,1,240000,New Customer
WYD1Y,O+jnS0BSaWhrAz6sr2qA, Android,8/10/2020,8/14/2020,Hồ Chí Minh - Đắk Lắk,Fjl9tZPiik0RF4hDMsXkUWAoimEpLEd5wQV9WBuuP6s,,normal,Sleeper,2,400000,
R3609,o2JQ9AYTzBA/iH7Mxa9Q, iOS,7/13/2020,7/14/2020,Hà Nội - Đà Nẵng,js01A48IbV+eIM52pnQiqtd6iaRHV0HPM5m3209lwYI,4.2,normal,Sleeper,1,328000,Old Customer
EF4QV,o3GGBDBWPN/tvFwkE9ag, iOS,7/20/2020,7/26/2020,Khánh Hòa - Hồ Chí Minh,ApItgXXE9HtVa0dJeeX3FpSr23C8WKeMf8ezqZqEjZs,3,normal,Sleeper,1,320000,Old Customer
84M61,o3nRxFDxCO4jpeRAhNFA, Android,7/26/2020,7/30/2020,Hồ Chí Minh - Cà Mau,Greew/kWdus2llWHQiERuu/vNhdc8iQW0lv5Q4Y4kMg,3.3,normal,Sleeper,2,480000,Old Customer
HWXZE,o3nRxFDxCO4jpeRAhNFA, Android,7/26/2020,8/2/2020,Cà Mau - Hồ Chí Minh,Greew/kWdus2llWHQiERuu/vNhdc8iQW0lv5Q4Y4kMg,3.3,normal,Sleeper,2,720000,Old Customer
UJLAK,O3ucb/ydPwJZb7vd90/g, iOS,7/17/2020,7/18/2020,Hà Nội - Nghệ An,Ipu095tiPOGNnxRCr+eIHD6eKn4a7W1fDVndh4xj6l8,4.8,limousine,Sleeper,1,390000,Old Customer
77LDG,O3Vw2ylJYi4H880YEmng, Android,7/30/2020,7/31/2020,Kon Tum - Hồ Chí Minh,1yrxZr9qd18IDxIuoozn08ChmD47SiEC6LLIvGHUW3E,4.3,normal,Sleeper,1,300000,Old Customer
4GQ58,O3Vw2ylJYi4H880YEmng, Android,7/24/2020,7/25/2020,Hồ Chí Minh - Kon Tum,1yrxZr9qd18IDxIuoozn08ChmD47SiEC6LLIvGHUW3E,4.3,normal,Sleeper,1,200000,Old Customer
Q3K71,o40lpaARjXAFWAVHQmlg, iOS,8/24/2020,8/24/2020,Hà Nội - Quảng Ninh,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,1,288000,Old Customer
H6ET2,o40lpaARjXAFWAVHQmlg, iOS,8/16/2020,8/17/2020,Hà Nội - Quảng Ninh,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,1,192000,Old Customer
VAAPV,o40lpaARjXAFWAVHQmlg, iOS,8/8/2020,8/8/2020,Quảng Ninh - Hà Nội,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,1,264000,Old Customer
7S67R,o40lpaARjXAFWAVHQmlg, iOS,8/3/2020,8/3/2020,Hà Nội - Quảng Ninh,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,1,264000,Old Customer
A4X1Z,o40lpaARjXAFWAVHQmlg, iOS,7/19/2020,7/19/2020,Quảng Ninh - Hà Nội,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,1,264000,Old Customer
0Y5LR,o40lpaARjXAFWAVHQmlg, iOS,7/19/2020,7/19/2020,Quảng Ninh - Hà Nội,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,1,264000,Old Customer
Y915D,o40lpaARjXAFWAVHQmlg, iOS,7/8/2020,7/8/2020,Hà Nội - Quảng Ninh,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,1,176000,Old Customer
8698D,o49ACy4fEQB7ekNeSwmg, iOS,8/10/2020,8/10/2020,Hồ Chí Minh - Khánh Hòa,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,480000,Old Customer
W37B3,o49ACy4fEQB7ekNeSwmg, iOS,8/8/2020,8/10/2020,Hồ Chí Minh - Khánh Hòa,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,2,400000,Old Customer
CE43Z,O4AnI4nQuhnQQAREgmHA, iOS,7/23/2020,7/23/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,normal,Seater,2,160000,Old Customer
5OW61,O4AnI4nQuhnQQAREgmHA, iOS,7/9/2020,7/9/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,normal,Seater,3,360000,Old Customer
86764,O4ThK+9gc1FVhZZbFH1w, iOS,7/5/2020,7/6/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,1,200000,Old Customer
9N069,O4ThK+9gc1FVhZZbFH1w, iOS,7/3/2020,7/3/2020,Lâm Đồng - Bình Dương,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,1,300000,Old Customer
J1330,O5EW44gQvReJ1mLNWTaw, iOS,7/22/2020,7/23/2020,Đà Nẵng - Quảng Ngãi,ZcUMqMrFCpKBCqJ3w6X58NP2Np2HAUMDrt3237Ca7PQ,4,limousine,Seater,1,120000,New Customer
1GUFG,o5tLN0VpFJeLXgnq7u4g, iOS,7/26/2020,7/27/2020,Bình Định - Hồ Chí Minh,3plhEaXW7MSB8nFOKsS389VIQUexNwhZqnMSMNVDqE0,2.5,limousine,Sleeper,6,1680000,New Customer
W8465,o5tLN0VpFJeLXgnq7u4g, iOS,7/26/2020,7/27/2020,Bình Định - Hồ Chí Minh,3plhEaXW7MSB8nFOKsS389VIQUexNwhZqnMSMNVDqE0,2.5,limousine,Sleeper,6,2520000,New Customer
L06T7,o5tLN0VpFJeLXgnq7u4g, iOS,7/26/2020,7/27/2020,Bình Định - Hồ Chí Minh,3plhEaXW7MSB8nFOKsS389VIQUexNwhZqnMSMNVDqE0,2.5,limousine,Sleeper,6,2520000,New Customer
614P6,O6FPHULyef2nb3FQVTQQ, iOS,8/13/2020,8/13/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,252000,Old Customer
O40CZ,O6FPHULyef2nb3FQVTQQ, iOS,7/30/2020,7/30/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,Old Customer
0P1V2,O6FPHULyef2nb3FQVTQQ, Android,7/29/2020,7/29/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,New Customer
42BZZ,o6NK1meD1yWohf+sH9GA, iOS,7/21/2020,7/25/2020,Gia Lai - Hồ Chí Minh,ghiHMPDYNzX7f9Ds6+edrYLdWhdrLTzSL110K8ZIiIE,3.9,limousine,Sleeper,2,752000,New Customer
F315A,o6NK1meD1yWohf+sH9GA, iOS,7/21/2020,7/24/2020,Hồ Chí Minh - Gia Lai,QF098kNOCsCKFo+D/X9uuk4AIaywyYQt0pF52KGCQLc,4,limousine,Sleeper,2,1080000,New Customer
A31VV,o6oZ48AAFLxHPrjr4Baw, iOS,7/31/2020,8/1/2020,Hồ Chí Minh - Phú Yên,84J32S8b0GaU62c/I/0O36YcCg5LGoe660/Q58fDgo4,4.8,normal,Sleeper,1,300000,New Customer
9V37F,O7zN+uA9xo5Y/VaEl7eQ, Android,8/23/2020,8/23/2020,Nghệ An - Hà Nội,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,160000,Old Customer
9O145,O8TeXKoa+Xe6G6sg7Ffw, iOS,7/2/2020,7/18/2020,Hồ Chí Minh - Phú Yên,1sJJt2mvT8zFLS+OGkt7Ru+T7LTg07uSzWb+dsbP5Zs,3.7,limousine,Sleeper,2,552000,Old Customer
L3IRH,O9+QF6jLrid1fIf/oh8g, iOS,7/10/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,96000,New Customer
L3IRH,O9+QF6jLrid1fIf/oh8g, iOS,7/10/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,96000,New Customer
3SJI1,o9yxc0vPsr1DJAFFFNyg, iOS,8/13/2020,8/14/2020,Hồ Chí Minh - Cần Thơ,UtbIy+MqwYXVh5H5kEhnFW+0XBr6dzUbbjNbA++6Uyo,3.6,limousine,Sleeper,2,448000,New Customer
I2089,o9yxc0vPsr1DJAFFFNyg, iOS,8/13/2020,8/16/2020,Cần Thơ - Hồ Chí Minh,C4DHSI4s3VmHH8qpjGyDyNVNK3ozKqsvdhpFZkF+zwI,4.4,,,2,248000,New Customer
43SI7,oa94HFLxBwgkYjY4RqYQ, iOS,7/3/2020,7/5/2020,Bình Thuận - Lâm Đồng,w6WyQM9WSbjx0gJToO4gBBcTSbRPCFGs5NNr4TmP4m8,3.5,normal,Sleeper,1,168000,New Customer
0O756,oAA79ppnFn5bBV4Cm3fA, Android,7/18/2020,7/19/2020,Nghệ An - Hà Nội,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,240000,New Customer
41MLO,oAb+KGZwamsHnjUcWVMA, iOS,7/20/2020,7/21/2020,Hồ Chí Minh - Cần Thơ,Greew/kWdus2llWHQiERuu/vNhdc8iQW0lv5Q4Y4kMg,3.3,normal,Sleeper,1,120000,Old Customer
0514T,oai1/yH+Fot522EQxIEg, Android,7/28/2020,7/31/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,184000,Old Customer
J3TM5,oai1/yH+Fot522EQxIEg, Android,7/27/2020,7/28/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,264000,Old Customer
EOHM1,OAqIcHjnzpaQo4mr2n0A, iOS,8/25/2020,8/29/2020,Hồ Chí Minh - Khánh Hòa,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,240000,Old Customer
IKG77,OAqIcHjnzpaQo4mr2n0A, iOS,8/20/2020,8/29/2020,Hồ Chí Minh - Khánh Hòa,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,240000,Old Customer
S2KZV,ob6YY1cxBwpyqMrEQI2A, Android,7/3/2020,7/4/2020,Gia Lai - Hồ Chí Minh,kIqYfp0Tr1sqvs4K4iGiOf5uFkgB72w9lgSvBhv1enA,4.3,limousine,Sleeper,1,280000,Old Customer
YRH59,ObaAC3Gf03AblsWYBuYg, iOS,8/6/2020,8/8/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,300000,Old Customer
3P842,ObaAC3Gf03AblsWYBuYg, iOS,8/4/2020,8/4/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,200000,Old Customer
VW005,ObaAC3Gf03AblsWYBuYg, iOS,8/4/2020,8/4/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,200000,Old Customer
OSD5O,ObaAC3Gf03AblsWYBuYg, iOS,8/3/2020,8/4/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,300000,New Customer
Z0LH9,oBDkaKnA/HESSp6Kqe8Q, iOS,7/19/2020,7/20/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,144000,Old Customer
2L81Z,oBDkaKnA/HESSp6Kqe8Q, iOS,7/19/2020,7/20/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,96000,Old Customer
Q1H1A,oBO8m5+K/B9x/cNUis+g, Android,8/10/2020,8/11/2020,Cà Mau - Hồ Chí Minh,3abT/Xic4GguFLMzdJ40tocte6hP1rIuv4FRox+LBCI,4.2,limousine,Sleeper,1,264000,Old Customer
4O98W,OCaCnQLbqze+DDsr3Okw, iOS,7/21/2020,7/25/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,640000,Old Customer
16TY8,OCaCnQLbqze+DDsr3Okw, iOS,7/21/2020,7/22/2020,Hồ Chí Minh - Khánh Hòa,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,1,456000,Old Customer
BQN95,OCaCnQLbqze+DDsr3Okw, iOS,7/5/2020,7/5/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,320000,Old Customer
4GZ9O,OCMiureXtsVfKYOshLSg, Android,8/12/2020,8/13/2020,Hồ Chí Minh - Lâm Đồng,fr57yfS0Fcuz/nMpnhGwNt0Cn9kMxpgGLBZ9B0ZKlRs,3.7,normal,Sleeper,1,156000,New Customer
9SEBY,OczDKV6M2EJ/7WULx2eA, iOS,7/21/2020,7/31/2020,Hà Nội - Lào Cai,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,limousine,Sleeper,1,520000,New Customer
TY192,oD6eUdkiVMOW+3UU3MEA, iOS,7/3/2020,7/5/2020,Đắk Lắk - Hồ Chí Minh,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,456000,Old Customer
95N8Q,OD9tZ+T3M0DKa3XeU2FQ, Android,8/23/2020,8/24/2020,Hồ Chí Minh - Đắk Nông,3dMQDInPpDZIC1Ykw3tsCN653K5Y1l3C9OaWCekH184,4.2,normal,Sleeper,2,408000,Old Customer
TR500,odaptJHZtRr4hyzO2dWw, Android,7/18/2020,7/18/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,2,504000,Old Customer
1NF95,oDCBB8KyP0HWHFl2LpwQ, iOS,8/26/2020,9/2/2020,Ninh Thuận - Hồ Chí Minh,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,192000,Old Customer
ZVT25,oDCBB8KyP0HWHFl2LpwQ, iOS,8/16/2020,8/30/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,2,256000,Old Customer
M23YD,odDLS0C6qz7rDv42qTKQ, iOS,7/3/2020,7/4/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,Old Customer
Z83G0,OdduVVryOZmd2z/05UPg, Android,8/25/2020,8/25/2020,Hồ Chí Minh - Khánh Hòa,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,288000,Old Customer
EZ346,OdduVVryOZmd2z/05UPg, Android,8/24/2020,8/24/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,304000,Old Customer
2AM4D,odhFtf8PyZMWZ0e7armw, iOS,7/1/2020,7/5/2020,Hà Nội - Đà Nẵng,js01A48IbV+eIM52pnQiqtd6iaRHV0HPM5m3209lwYI,4.2,normal,Sleeper,1,492000,Old Customer
2Y07E,OdIhCSfsZMSEfllwak9g, Android,7/24/2020,7/25/2020,Hồ Chí Minh - Khánh Hòa,sZPlcG5MSKpD+oz4tD5DM2O3EUbMkf3RIzq1iQWlqik,4.1,limousine,Sleeper,2,480000,New Customer
ZR3Z8,ODLof5hE69LQiguPorXQ, iOS,8/17/2020,8/17/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,1,200000,Old Customer
9OUP2,ODLof5hE69LQiguPorXQ, iOS,7/11/2020,7/12/2020,Lâm Đồng - Hồ Chí Minh,ueaPShWCTxin4v6OjWQS/gn6Bb/2hbKPp0zhCKUY6uQ,4.3,limousine,Sleeper,1,478800,Old Customer
4161A,ODLof5hE69LQiguPorXQ, iOS,7/8/2020,7/8/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,600000,Old Customer
79VRZ,odYCQpTrqLmL9wHAT94A, iOS,7/2/2020,7/3/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,2,160000,Old Customer
29R4J,OEARmZjrzouMeWL5yyRQ, iOS,8/20/2020,8/21/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,normal,Seater,1,120000,Old Customer
2KE25,OEARmZjrzouMeWL5yyRQ, iOS,8/17/2020,8/17/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,normal,Seater,1,120000,Old Customer
S7976,OeLyMmGWpx2Sy+uF+fLw, Android,7/2/2020,7/4/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,4,1680000,Old Customer
U5ED4,oeQ3tmzC76qQJcLU4nyw, iOS,7/3/2020,7/5/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,4,576000,Old Customer
7TLMO,OeUeEKdDH8HOMlhq3IXQ, Android,8/10/2020,8/10/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,456000,Old Customer
Z520Z,oev22q/feKbvX9E0dsgg, Android,7/10/2020,7/11/2020,Hồ Chí Minh - An Giang,JZNeyBRgbRYhpihBVuPWkmffvsRE2e+rNGXIUNHTk10,2.5,normal,Sleeper,1,180000,New Customer
JU9T6,oeVzUaMZrUXs/+RUUjmg, iOS,7/8/2020,7/9/2020,Gia Lai - Hồ Chí Minh,ZiTLngAVo6WH+qLfInsIT+8nEv+UJeSGNHSO1PYzMkU,4,normal,Sleeper,1,200000,New Customer
18Z60,oeYqrltZxbRi8agiNewg, iOS,7/1/2020,7/2/2020,Nam Định - Hà Giang,qutEYppwrci25KT/ed2yukKR5sZ2ZK55J6+NslgP/Us,3,normal,Sleeper,1,160000,Old Customer
4B75Q,of18XNnYkIK1/Ps81Gyw, iOS,7/16/2020,7/16/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,1,200000,New Customer
7WMQ9,OfIxbjrdoTKunAPuY6GA, Android,7/9/2020,7/13/2020,Hồ Chí Minh - Lâm Đồng,6ByIZdC7qv8Nq0iDmaK5Q2V9sdb9R0oXMzAOz1d82Hs,4,limousine,Seater,6,1440000,New Customer
FV377,OfIxbjrdoTKunAPuY6GA, Android,7/9/2020,7/13/2020,Hồ Chí Minh - Lâm Đồng,6ByIZdC7qv8Nq0iDmaK5Q2V9sdb9R0oXMzAOz1d82Hs,4,limousine,Seater,1,360000,New Customer
FMIL2,OflRpimoI6/Uc0ruFQHg, iOS,7/27/2020,8/1/2020,Hồ Chí Minh - Kiên Giang,OJR6c4Dznvo3s55VV29CkKBAXxDyv3ZGzkkZU+2AQHM,4.9,limousine,Sleeper,1,224000,New Customer
